,Token_0,Token_1,Token_2,Token_3,Token_4,Token_5,Token_6,Token_7,Token_8,Token_9,Token_10,Token_11,Token_12,Token_13,Token_14,Token_15,Token_16,Token_17,Token_18,Token_19,Token_20,Token_21,Token_22,Token_23,Token_24,Token_25,Token_26,Token_27,Token_28,Token_29,Token_30,Token_31,Token_32,Token_33,Token_34,Token_35,Token_36,Token_37,Token_38,Token_39,Token_40,Token_41,Token_42,Token_43,Token_44,Token_45,Token_46,Token_47,Token_48,Token_49,Token_50,Token_51,Token_52,Token_53,Token_54,Token_55,Token_56,Token_57,Token_58,Token_59,Token_60,Token_61,Token_62,Token_63,Token_64,Token_65,Token_66,Token_67,Token_68,Token_69,Token_70,Token_71,Token_72,Token_73,Token_74,Token_75,Token_76,Token_77,Token_78,Token_79,Token_80,Token_81,Token_82,Token_83,Token_84,Token_85,Token_86,Token_87,Token_88,Token_89,Token_90,Token_91,Token_92,Token_93,Token_94,Token_95,Token_96,Token_97,Token_98,Token_99,Token_100,Token_101
Layer_0,:, ,1,.," """,La, flor, l,inda, es, fl,ori, en, el, jardin,".""", ,2,.," """,La, flor, l,inda, fl,ori, en, el, jardin,".""", ,3,.," """,La, flor, l,inda, fl,ori, al, jardin,".""", ,4,.," """,La, flor, l,inda, fl,ori, en, el, jardin,".""", ,5,.," """,La, flor, l,inda, fl,ori, al, jardin,".""", ,6,.," """,La, flor, l,inda, fl,ori, en, el, jardin,".""", ,7,.," """,La, flor, l,inda, fl,ori, al, jardin,".""", ,8,.," """,La
Layer_1,:, ,1,.," """,La, flor, l,inda, es, fl,ori, en, el, jardin,".""", ,2,.," """,La, flor, l,inda, fl,ori, en, el, jardin,".""", ,3,.," """,La, flor, l,inda, fl,ori, al, jardin,".""", ,4,.," """,La, flor, l,inda, fl,ori, en, el, jardin,".""", ,5,.," """,La, flor, l,inda, fl,ori, al, jardin,".""", ,6,.," """,La, flor, l,inda, fl,ori, en, el, jardin,".""", ,7,.," """,La, flor, l,inda, fl,ori, al, jardin,".""", ,8,.," """,La
Layer_2,:, ,1,.," """,La, flor, l,inda, es, fl,ori, en, el, jardin,".""", ,nd,.," """,La, flor, l,inda, fl,ori, en, el, jardin,".""", ,3,.," """,La, flor, l,inda, fl,ori, al, jardin,".""", ,4,.," """,La, flor, l,inda, fl,ori, en, el, jardin,".""", ,5,.," """,La, flor, l,inda, fl,ori, al, jardin,".""", ,6,.," """,La, flor, l,inda, fl,ori, en, el, jardin,".""", ,7,.," """,La, flor, l,inda, fl,ori, al, jardin,".""", ,8,.," """,La
Layer_3,:, , set,.," """, la, flor, l,inda, es, fl,ori, en, el, jardin,".""", ,nd, Kh," """, la, flor, l,inda, fl,ori, en, el, jardin,".""", ,rd, Kh," """, la, flor, l,inda, fl,ori, al, jardin,".""", ,4, Kh," """, la, flor, l,inda, fl,ori, en, el, jardin,".""", ,۵, Kh," """, la, flor, l,inda, fl,ori, al, jardin,".""", , car, sant," """, la, flor, l,inda, fl,ori, en, el, jardin,".""", , conduc, significantly," """, la, flor, l,inda, fl,ori, al, jardin,ه, ,8, بك," """, la
Layer_4,:, , jej, ultim," """, la, flor, l,inda, es, fl,ori, en, el, jardin, yat, ,nd, any," """, la, flor, l,inda, fl,ori, en, el, jardin,ه, ,rd, Kh," """, la, flor, l,inda, fl,ori, al, jardin,ه, , سلس, Kh," """, la, flor, l,inda, fl,ori, en, el, jardin,ه, ,ông, положение," """, la, flor, l,inda, fl,ori, al, jardin,ه, ,th, habiendo," """, la, flor, l,inda, fl,ori, en, el, jardin,ه, ,ông, habiendo," """, la, flor, l,inda, fl,ori, al, jardin,ه, ,th," """," """, la
Layer_5,:, ,ầm, neues," """, la, flor, l,inda, es, fl,ori, en, el, jardin, disp, ,nd, Welle," """, la, flor, l,inda, fl,ori, en, el, jardin,ه, , Gan, Gan," """, la, flor, l,inda, fl,ori, al, jardin,ه, ,健, Kh," """, la, flor, l,inda, fl,ori, en, el, jardin,ه, ,ông, Welle," """, la, flor, l,inda, fl,ori, al, jardin,ه, , cor, muffin," """, la, flor, l,inda, fl,ori, en, el, jardin, emp, ,ông, habiendo," """, la, flor, l,inda, fl,ori, al, jardin,ه, ,クラ, camar," """, la
Layer_6,:, punya,st, Welle," """, la, flor, l, elegante, es, fl, flores, en, el, garden, disp, ,nd,️," """, la, flor, l, elegante, fl,ori, en, el, jardin, disp, ,rd, Zw," """, la, flor, l, elegante, fl,ori, al, jardin, disp, ,极, Kh," """, la, flor, l, elegante, fl,ori, F, el, pre, disp, , הס, Zw," """, la, flor, l, imp, fl,ori, al, jardin,ه, ,मह, minimal," """, la, flor, l, imp, fl,ori, F, el, pre, disp, , set, minimal," """, la, flor, l, imp, fl,ori, al, jardin,ه, , przy,有了," """, la
Layer_7,:, pocket, imp, meng," """, la, تاج, l,�,高速, fl, temper, בהש�, el, jardin, disp, ,nd,ici," """, la, حم, popul, תואר, fl,ori,ingham, el, stat,ه, ,rd,हर," """, faz, coral,"""",ura, fl,ori, al, puțin,ه, , הנו�, Kh," """, faz, מר, imp,ura, fl,ori, alcanzó,念, puțin,ه, вив,دن, ά," """, faz, מר,的有,ura, fl,ori, al, puțin,ه, вив, set, ά," """, faz, מר, imp,ura, fl,ori, Wunder,念, puțin,ه, ś,دن, ά," """, la, מר,的有, תואר, fl,ori, al, puțin,ه, ś, przy, ά," """, la
Layer_8,eno, pocket, imp, подав," """, la,نس, l,aje, coche, fl, ung,ombre, naj, Зам, disp,हर,nd, tar," """, la, flore, imp, תואר,新的,ori, en, efect, pre, disp, lu,rd,的主," """, la, Gang, nar,ura,新的,ori, al, d, став, су, rigid,ího," """, la,ελέ, imp,ura,新的,ori, K, actual, zam, dis, су, Third, ext," """, la, nap, imp,ura,新的,ori, al, d, став, су, double, «," """, la, nap, imp,ura,新的,ori, K, actual, zam, faz, су,دن, severe," """, la, nap, actual,ura,新的,ori, al, d, став, су, przy, «," """, la
Layer_9,astre, Harvest, wyd, подав," """, la, تاج, sens, מז�, trai,enni,花,ingham, quiere, Зам, disp, la,nd, ext," """, un, juc,صول, תואר,wr,σφ,ingham,руж,be, disp, disp,rd,ař," """, un, juc,�ת,ura,нав,σφ, ú, d, gre, Kir, pog, ext," """, un, juc, de,ura,ِّ, ref, κατα,руж,be, gre, Kir, بس, ext," """, un, fruct,�ת,ura,нав, ref,اتي, d, gre, Kir, double, «," """, un, fruct,صل,ura,ِّ, ref,ija,руж, d, pog, Kir,دن, «," """, un, juc,ρθ,ura,нав,σφ, efect, d, gre, Kir, przy, tar," """, un
Layer_10," """, Ley, dis, подав," """,irs,花,cum, فوت, theirs,ει,σφ, сим, حد, Зам, disp, disp,nd,的主," """, Kad, zrz, سر, תואר,入,σφ,λί, حد, سر, disp, disp, dil,的主," """, Kad, zrz,�ת,四季,具,σφ,aban, puțin, disp, disp, ext, ext," """, pret, zrz, actual,ish,具,σφ, загад, actual,様, ref, disp, imp, Tra," """, pret, fruct, actual,ınd,具,σφ,ęż,篇, ref, disp, double, «," """,데, fruct, actual,ınd,具,σφ, yapılmış, actual,be, ref, dis, double, «," """, gr,επισ, actual,ınd, انتظ,σφ,ęż,篇, ref, pog, tet, «," """, gr
Layer_11,ولي,urea, dis,р," """,vy,isch,ije, jornada, trai,wr, למח�, сут,zas, garden, lama,عل,nd,成分," """,ri, zrz,个, תואר,wr,σφ,λί, el,зам, imp, Ex, przy, przy," """, faz, zrz, sh,ish,具,咲,iger, kr, imp, דו, ecc,ího," """, faz, zrz,uru,ish,具,咲, K, Besch, kr, ref, Ex, Nar, przy," """, faz, zrz,uru,fu,具,咲,اتي, kr, imp,�ר�, imp, «," """,af, nap, actual,fu,具,жу, ovo,جا, kr, imp, קו�, double, «," """,af, nap, actual,fu,具,жу, הע, kr, ref, dis, przy, przy," """,af
Layer_12," """,�ר�, imp,р," """, dude, bud,cum,aje, המח,overs,μερ,inet, veld, calific, faz, Ex, bal, अव, transpar,aver, fuz, سر,يع,wr, simet,λί, Zwe,зам, مشت, ś, dil, distr, transpar,av, ucz,W,符, rad, simet,少なく,堂, anal, distr, rel, distr, al, faz, ucz, actual,符,ien, daw, מא, disting, inter, imp, Ex, cau, distr, al, faz, ucz, actual,智,ien, daw, K, gre, imp, Ex, cor, imp, al, faz, ucz, actual,智,具,صول, מא,جا, inter, imp, imp, aprovechando, «, al,av, ucz, зб,ריך,具,صول, הע, gre, imp, пос, przy, «," """, faz
Layer_13, compat,�ר�, imp, verb, sh, dude,花,cum,елич,佐, בל�,σφ,번, veld,zio, disp, bal, bal, yılında, pis,ha, Bud, fatt, simbolo,čí,چی,λί, Zwe, foto, dysk, став, dil,隆,他是, ank,aleza,فت, simbolo, manifest, sap,번,reu, διέ, став, aprovechando, zgod, al, ank, ref, sut, simbolo,�, sap, K, disting, informe, rein, став, ref, Tra, ch, faz, ref,W, simbolo, seb, kolor,stu, kor, ref, став, aprovechando,gele, al, faz, ref, las, Quảng, pełni, kolor, tan, disting, informe, imp, став, aprovechando,sg, al, faz,eli,童, Quảng, przypad, kolor, następ, kor, ref, став, aprovechando,sg, al, faz
Layer_14, bal,�ר�,νο, przy, sh, scr,ستان, s,勾, mărime,wr,wr, belly, Statt,様, b, bal, dil, im, polit,ha, Bud, 使用, simbolo,wr,wr,stu, Pe, foto, صرف, bal, dil, dil, ...,ha, spole,W, simbolo, seb, sap, #, la,اح,ディ, aprovechando, dil, ...,ha, spole, sut,tea, dok, sap, зб, Pe, W, зб, Riddle, […], dil, […], […], spole, las, מפ�, seb, Bud,调, kor, […], ł, […], dil, […], […], spole, las,(, pełni, Bud, seb, Pe, ג�, […], ç, aprovechando, «, […],ali, spole,ies, מפ�, seb, Bud, המס, kor,اح, ł, aprovechando, «," """,ecer
Layer_15," """,�ר�, ace, 「, spor,aked,ستان,ije,تز, spo, ا, בזמן,λί, ا, ג�, b, 작, dil, jedn, polit, zastos, bud, contr, đồng,wr, instant,stu, Pe, foto, صرف, tad, dil, dil, شک, puesta, przep,W,(,ει, sap, la, ,اح,妥, dil, dil, شک, też, spole, sut,(, dok, sap, K, Pe, est, sut,妥, dil, dil, comp, ושי�, spole, gra,(, seb, Bud, הע, ., уб,妥, dil, dil, comp,فت, spole, las,(,čí, Bud,烟, Pe, viz, hob,妥, aprovechando, dil, comp,فت, spole, ú,(, seb, Bud, następ, n,',妥, aprovechando, list, polit,فت
Layer_16," ""'"," ""'",νο, verb, scr, scr, imp,بان,aje,owie,دا,ει,inet, pa,ית, b, uc, polit, jedn, polit, po, sport, posibil, rzeczy,čí, instant, kol, v, inest,佳, ré, alc, ..., ..., po, spole, posibil,(,ă, anim, ..., ., 심,妥, büyük, dil, anal,勾, spole, spor,(, dok,(, Stra, v, viz, lup, korzyst, ..., jedn, ...,勾, spole, posibil,(, dok, af,/, ., […], korzyst, […], […], anal,勾, spole, posibil,(,ě,(, ovo,جا, ., […], korzyst, aprovechando, […], anal,فت, spole, ú,(,新的,ły,/, ., […], korzyst, aprovechando, 시, anal, po
Layer_17," """, tad, sentence, b, scr, scr, bud,بان,est,inet, ا, mu, dehors, pa, po,تف, oppure, מלא," """, scr, po, bud,ξ, rzeczy,atter, Bud, Bud, v, de,两种, 작, dur, jedn, jedn,勾, też,unc, ret, י,ová, ú, , 심,两种,як, czego, _,勾, spole, s,-,�, de, el, el, (, arr, cualquiera,वर, jedn, jedn,Vo, spole, gra,-, ö, de, ú, o, Ans, ł, red, […], anal,勾, spole, efect,(,ει, hem,-/, el, de,敬,妥, zat, […], anal,un, spole, ú,-,صب, hem,/, de,نج,推, kun, przy, anal,un
Layer_18," """," ""'", sentence, prost, impres, po, bud,بان, will, coche, ا, mu, dehors, pa, במ�, eng, oppure,nd," """, o, scr, bud,것, rzeczy, قل, Bud, Bud, o, de, reg, लग,rd, пот, die,勾, imp, dem,-, ö, Bud, ú, de,نج, Spr,як,�ר�,Z,勾, del, ö,-,ě, de, el, el, de,敬, 중에서,वर,妥, deb,勾, imp, folgende,-, ö, de, ú, de,敬, Ans, red, […], deb,勾, del, efect,-, ö, de,/, el, de,敬, Ans, g, […], deb,un, del, gra,-, ö, de, ú, de,敬, 중에서,سط, 「, anal,un
Layer_19," """," ""'", sentence, g, el, cuales,ikut,', przys, अब, طال, کردن, בר�, presente, במ�, eng, oppure,nd," """, dia,這個,upa,sw, o,شت, Bud, dehors,кар, o, concord, 타,rd, flex, die,勾, Tod, siguiente,es, fl, Bud, ú, de,<EOS_TOKEN>, 중에서,як," """, die,勾,est,بي,es, zag,(, el, ú, de,<EOS_TOKEN>, 중에서, Ex," """, die, też,est, ren,es, ö,(, ú, de, εκ, Ans,th," """, anal,勾,est, efect,es, odt,(,/,кар, de,<EOS_TOKEN>, 중에서, g," """, anal,ção,čas,ulu,-, perpet, de, ú, de, ré, 중에서, pou," """, anal,un
Layer_20," """," """,st, primit, el,ρά, ingen,',咲,owie, طال, کردن, dehors, pa, במ�, b, الثانية,nd," """, o,這個, balk,', o, ere, Bud,-,кар, י,两种, Kor,rd," """,成就,這個,upa,',es,ей, Bud, ú, de, gre,nal,як," """,'',勾,est,',es,ě,ting, el, ú, de, formal, 중에서, zat," """,'',ul,est, besch,es,ей,ting, ú, de, esp, 중에서,th," """, …,un, מז�,',es, prim,ting,/,кар, de, ועוד, 중에서,th," """,sd,un, מז�, verb,es, prim,ting, ú, de,Conclusion, נש�,th," """, anal,un
Layer_21," """," """,st, Verb, el, המ�, המ�,', خ,ija,ě,ën, el, pa, de, eng, الثانية,nd," """, [,這個,ita,', se,izes, in,-, af,<EOS_TOKEN>,<EOS_TOKEN>, ambas,rd," """, supper,iere, del,',es,ξα, in, ú, de,<EOS_TOKEN>,例, pon," """, רא,iere, del,',es, �, in,/, ú, o,<EOS_TOKEN>,例,]," """, el,iere, del,',-, ö, in, ú, de,<EOS_TOKEN>, Revision,th, […], …,iere, del,',-, ö, in,/, ú, de,<EOS_TOKEN>, pron,th," """, _,氣, del,uten,-, ö, in, ú, de,<EOS_TOKEN>,ط,th," """,いい,iere
Layer_22," """," """,️," """, el, הב, המ�,', خ,اوی, sol,ën, la, pa, de, eng, الثانية,nd," """, el,這個,uje,', se, sol, in, el, hö, de, δι, oboj, teste," """, le, Ä,est,',es, ö, in, ú, de,<EOS_TOKEN>, Comp, pon," """, el, Ä, de, nie,es, ö, in, el, hö, de,<EOS_TOKEN>, 중에서, zat," """, el, actual, de, inst,es, ö, in,·, de,<EOS_TOKEN>, polit, teste," """, el, actual, de,',es, ö, in, el, hö, de,<EOS_TOKEN>, Source,.," """, las, actual,est, verb,es, ö, in,·, de,<EOS_TOKEN>, חי�, oper," """, las, actual
Layer_23," """," """,️," """, el, 아름다운, pię,',咲,咲,范围, في, el, f,".""", b, ii,nd," """, le, plant, pię,', se, ξ, in, el, hö, de, γραμμα, oboj,rd," """, le,í, da,',es,·, in, ú, de,<EOS_TOKEN>, 중에서, Pon," """, el, joven, de,',es,·, in, el, ú, de,<EOS_TOKEN>,<EOS_TOKEN>, zat, «, el, joven, de,',es,·, in,·, de,<EOS_TOKEN>,<EOS_TOKEN>, teste, «, …, joven, de,',es,·, in,/, ú, de,<EOS_TOKEN>,<EOS_TOKEN>,., «, ¡, kö, de,',es,·, in,·, de,<EOS_TOKEN>,<EOS_TOKEN>,th," """, ¡,ul
Layer_24," """," """,st," """, el, 아름다운,κι,',咲,咲,咲, in, el, ú,".""",<EOS_TOKEN>,答,nd," """, el, 아름다운, pię,',咲,マックス, in, el, ú,".""",<EOS_TOKEN>,<EOS_TOKEN>,rd," """, el, kö,ライト,',es,·, in, ú, de,<EOS_TOKEN>,<EOS_TOKEN>,th," """, las, joven,ライト,', se,·, in, el, ú, de,<EOS_TOKEN>,<EOS_TOKEN>,<EOS_TOKEN>,<EOS_TOKEN>, las,í,ライト,', se,·, in, ú, de,<EOS_TOKEN>,<EOS_TOKEN>,th,<EOS_TOKEN>, …, הצע,ライト,',es,·, in, el, ú, de,<EOS_TOKEN>,<EOS_TOKEN>,<EOS_TOKEN>,<EOS_TOKEN>, las, הצע,ijen,', actually,utí, in, ú, de,<EOS_TOKEN>,<EOS_TOKEN>,th," """, las, הצע
Layer_25," """," """,st,咲, la, flowers, đẹp,',咲,咲,咲,ó, el, garden,".""",2,2,.," """, la, flowers, pię,',咲,γα, in, el, garden,".""",<EOS_TOKEN>,3,.," """, las, flowers, pię,',咲, lò,(,tres,".""",<EOS_TOKEN>,4,.," """, la, flowers,咲,',咲, Avi,-, el, garden,".""",<EOS_TOKEN>,<EOS_TOKEN>,.," """, la, flowers,咲,',",", Avi, in,tres,".""",<EOS_TOKEN>,<EOS_TOKEN>,.," """, la, flowers,咲,',es,utí, in, el, garden,".""",<EOS_TOKEN>,7,.," """, la, flowers,咲,',es,utí, in,tres,".""",<EOS_TOKEN>,<EOS_TOKEN>,.," """, la, interes
Layer_26," """," """,st," """, la,美しい, đẹp, đẹp,咲,咲,咲,ó, garden, garden,".""", ,2,.," """, la, flowers, l,', fl, lò, in, el, garden,".""",<EOS_TOKEN>,3,.," """, fl, flowers, l,', fl, lò, in, garden,".""",<EOS_TOKEN>,4,.," """, la, flowers, l,', fl,í, in, el, garden,".""",<EOS_TOKEN>,5,.," """, la, flowers, l,', fl,í, in, jardin,".""",<EOS_TOKEN>,6,.," """, la, flowers, l,', fl,í, in, el, garden,".""",<EOS_TOKEN>,7,.," """, la, fl, l,', fl,í, in, jardin,".""", ,8,.," """, la, fl
Layer_27," """," """,itat, dels, dels,美しい, đẹp, đẹp,咲,咲, Els,ò, garden, garden,".""", ,2,.," """, la, 꽃, l,inda,咲, Els, in, el, jardin,".""",<EOS_TOKEN>,3,.," """, la, L, L,inda, fl, Els,ò, jardin,".""",<EOS_TOKEN>,4,.," """, la,itat, L,inda, fl, és,·, dels, jardin,".""", ,5,.," """, la, bloem, L,inda, fl, Avi, in, jardin,".""",<EOS_TOKEN>,6,.," """, la, bloem, L,inda, fl, Avi, in, el, jardin,".""", ,7,.," """, la, bloem, L,inda, fl,ori, in, jardin,".""", ,8,.," """, la, bloem
Layer_28," """," """,st," """, la,美しい, dels,',咲,咲, viu,ò, garden, garden,".""",2,2,.," """, la, flowers, l,inda, se, viu, in, el, jardin,".""", ,3,.," """, la, l, L,inda, fl,í, in, jardin,".""", ,4,.," """, la, flowers, L,inda, fl, viu, in, el, jardin,".""", ,5,.," """, la, flowers, l,inda, fl,í, in, jardin,".""",<EOS_TOKEN>,6,.," """, la, flowers, l,inda, fl,í, in, el, jardin,".""", ,7,.," """, la, flowers, l,inda, fl,ori, in, jardin,".""", ,8,.," """, la, flowers
Layer_29," """," """,st," """, la, beautiful, beautiful, 아름,咲,咲, viu,ò, el, jardin,".""", ,2,.," """, la, beautiful, l,inda, és, viu, in, el, jardin,".""", ,3,.," """, la, l, l,inda, fl, viu, in, jardin,".""", ,4,.," """, la, l, l,inda, fl, viu, in, el, jardin,".""", ,5,.," """, la, flor, l,inda, fl,ori, in, jardin,".""",<EOS_TOKEN>,6,.," """, la, flor, l,inda, fl,ori, in, el, jardin,".""", ,7,.," """, la, flor, l,inda, fl,ori, al, jardin,".""", ,8,.," """, la, flor
Layer_30," """," """," """," """, la,花, pię, đẹp, flore, 꽃, flor, في, el, jardin,".""", ,2,.," """, la,花, l,inda, flore,ava, en, el, jardin,".""", ,3,.," """, la,花, l,inda, fl,í, en, jardin,".""", ,4,.," """, la,花, l,inda, fl,ori, en, el, jardin,".""", ,5,.," """, la,花, l,inda, fl,ori, en, jardin,".""", ,6,.," """, la, flor, l,inda, fl,ori, en, el, jardin,".""", ,7,.," """, la, flor, l,inda, fl,ori, al, jardin,".""", ,8,.," """, la, flor
Layer_31," """," """," """," """,La, flor, més,', es, fl,ore, en, el, jardin,".""", ,2,.," """,La, flor, l,', es,ori, al, el, jardin,".""", ,3,.," """,La, l, l,', fl,ori, al, jardin,".""", ,4,.," """,La, flor, l,inda, fl,ori, al, el, jardin,".""", ,5,.," """,La, flor, l,inda, fl,ori, al, jardin,".""", ,6,.," """,La, flor, l,inda, fl,ori, en, el, jardin,".""", ,7,.," """,La, flor, l,inda, fl,ori, al, jardin,".""", ,8,.," """,La, flor
Layer_32," """,1,.," """,La, flor, l,inda, es, fl,ori, en, el, jardin,".""", ,2,.," """,La, flor, l,inda, fl,ori, en, el, jardin,".""", ,3,.," """,La, flor, l,inda, fl,ori, al, jardin,".""", ,4,.," """,La, flor, l,inda, fl,ori, al, el, jardin,".""", ,5,.," """,La, flor, l,inda, fl,ori, al, jardin,".""", ,6,.," """,La, flor, l,inda, fl,ori, en, el, jardin,".""", ,7,.," """,La, flor, l,inda, fl,ori, al, jardin,".""", ,8,.," """,La, flor
